Country;Year;Value
Cuba;2013;0,0
Cuba;2014;2,2
Cuba;2015;0,0
Cuba;2016;0,0
Cuba;2017;0,0
Cuba;2018;
Cuba;2019;
Cyprus;1999;0,0
Cyprus;2000;0,0
Cyprus;2001;0,0
Cyprus;2002;0,0
Cyprus;2003;0,0
Cyprus;2004;0,0
Cyprus;2005;0,0
Cyprus;2006;0,0
Cyprus;2007;0,0
Cyprus;2008;0,0
Cyprus;2009;0,0
Cyprus;2010;0,0
Cyprus;2011;0,3
Cyprus;2012;0,3
Cyprus;2013;0,0
Cyprus;2014;0,0
Cyprus;2015;0,0
Cyprus;2016;0,0
Cyprus;2017;0,0
Cyprus;2018;
Cyprus;2019;
Democratic People's Republic of Korea;1999;0,0
Democratic People's Republic of Korea;2000;0,0
Democratic People's Republic of Korea;2001;0,0
Democratic People's Republic of Korea;2002;0,0
Democratic People's Republic of Korea;2003;0,0
Democratic People's Republic of Korea;2004;0,5
Democratic People's Republic of Korea;2005;1,0
Democratic People's Republic of Korea;2006;0,0
Democratic People's Republic of Korea;2007;1,7
Democratic People's Republic of Korea;2008;1,0
Democratic People's Republic of Korea;2009;0,0
Democratic People's Republic of Korea;2010;1,0
Democratic People's Republic of Korea;2011;0,5
Democratic People's Republic of Korea;2012;1,0
Democratic People's Republic of Korea;2013;0,0
Democratic People's Republic of Korea;2014;0,0
Democratic People's Republic of Korea;2015;0,0
Democratic People's Republic of Korea;2016;1,8
Democratic People's Republic of Korea;2017;0,0
Democratic People's Republic of Korea;2018;
Democratic People's Republic of Korea;2019;
Djibouti;1999;1,0
Djibouti;2000;0,0
Djibouti;2001;0,0
Djibouti;2002;0,0
Djibouti;2003;0,0
Djibouti;2004;1,3
Djibouti;2005;1,3
Djibouti;2006;1,2
Djibouti;2007;2,0
Djibouti;2008;1,5
Djibouti;2009;3,5
Djibouti;2010;1,8
Djibouti;2011;3,9
Djibouti;2012;5,4
Djibouti;2013;2,2
Djibouti;2014;1,0
Djibouti;2015;3,9
Djibouti;2016;1,0
Djibouti;2017;
Djibouti;2018;
Djibouti;2019;
Ecuador;1999;0,0
Ecuador;2000;0,0
Ecuador;2001;0,0
Ecuador;2002;0,0
Ecuador;2003;0,0
Ecuador;2004;0,0
Ecuador;2005;0,0
Ecuador;2006;0,0
Ecuador;2007;0,0
Ecuador;2008;0,0
Ecuador;2009;0,0
Ecuador;2010;0,0
Ecuador;2011;0,0
Ecuador;2012;0,0
Ecuador;2013;0,0
Ecuador;2014;0,0
Ecuador;2015;0,0
Ecuador;2016;0,0
Ecuador;2017;
Ecuador;2018;
Ecuador;2019;
Egypt;1999;0,0
Egypt;2000;0,0
Egypt;2001;0,0
Egypt;2002;1,7
Egypt;2003;0,0
Egypt;2004;0,0
Egypt;2005;0,7
Egypt;2006;2,0
Egypt;2007;1,0
Egypt;2008;0,0
Egypt;2009;0,0
Egypt;2010;0,7
Egypt;2011;0,5
Egypt;2012;1,6
Egypt;2013;0,5
Egypt;2014;0,0
Egypt;2015;1,0
Egypt;2016;0,0
Egypt;2017;0,0
Egypt;2018;
Egypt;2019;
El Salvador;1999;1,0
El Salvador;2000;0,0
El Salvador;2001;1,0
El Salvador;2002;0,0
El Salvador;2003;0,0
El Salvador;2004;0,3
El Salvador;2005;1,0
El Salvador;2006;0,0
El Salvador;2007;1,0
El Salvador;2008;0,1
El Salvador;2009;1,0
El Salvador;2010;0,0
El Salvador;2011;0,0
El Salvador;2012;2,0
El Salvador;2013;0,0
El Salvador;2014;1,0
El Salvador;2015;0,0
El Salvador;2016;0,0
El Salvador;2017;0,0
El Salvador;2018;
El Salvador;2019;
Georgia;1999;0,0
Georgia;2000;6,3
Georgia;2001;20,5
Georgia;2002;7,2
Georgia;2003;12,9
Georgia;2004;21,6
Georgia;2005;20,5
Georgia;2006;24,3
Georgia;2007;29,3
Georgia;2008;20,7
Georgia;2009;38,9
Georgia;2010;41,0
Georgia;2011;29,8
Georgia;2012;24,2
Georgia;2013;41,0
Georgia;2014;33,8
Georgia;2015;19,5
Georgia;2016;42,7
Georgia;2017;12,1
Georgia;2018;
Georgia;2019;
Guatemala;1999;6,5
Guatemala;2000;10,0
Guatemala;2001;30,6
Guatemala;2002;46,1
Guatemala;2003;53,8
Guatemala;2004;40,3
Guatemala;2005;68,0
Guatemala;2006;68,2
Guatemala;2007;65,8
Guatemala;2008;109,8
Guatemala;2009;169,6
Guatemala;2010;221,3
Guatemala;2011;270,4
Guatemala;2012;236,3
Guatemala;2013;246,1
Guatemala;2014;231,7
Guatemala;2015;242,5
Guatemala;2016;225,3
Guatemala;2017;99,0
Guatemala;2018;
Guatemala;2019;
Hong Kong, China;1999;0,0
Hong Kong, China;2000;0,0
Hong Kong, China;2001;0,0
Hong Kong, China;2002;3,5
Hong Kong, China;2003;0,0
Hong Kong, China;2004;1,0
Hong Kong, China;2005;0,0
Hong Kong, China;2006;2,0
Hong Kong, China;2007;1,0
Hong Kong, China;2008;0,0
Hong Kong, China;2009;3,0
Hong Kong, China;2010;2,1
Hong Kong, China;2011;2,1
Hong Kong, China;2012;0,4
Hong Kong, China;2013;2,5
Hong Kong, China;2014;0,0
Hong Kong, China;2015;2,8
Hong Kong, China;2016;1,0
Hong Kong, China;2017;0,0
Hong Kong, China;2018;
Hong Kong, China;2019;
India;1999;0,0
India;2000;0,0
India;2001;0,0
India;2002;0,8
India;2003;0,3
India;2004;3,0
India;2005;3,3
India;2006;0,0
India;2007;4,0
India;2008;1,0
India;2009;5,0
India;2010;8,5
India;2011;3,3
India;2012;4,5
India;2013;6,0
India;2014;8,0
India;2015;17,7
India;2016;17,1
India;2017;11,0
India;2018;
India;2019;
Indonesia;1999;0,0
Indonesia;2000;0,0
Indonesia;2001;0,0
Indonesia;2002;0,0
Indonesia;2003;0,0
Indonesia;2004;1,5
Indonesia;2005;0,0
Indonesia;2006;0,0
Indonesia;2007;0,2
Indonesia;2008;1,0
Indonesia;2009;0,0
Indonesia;2010;2,0
Indonesia;2011;1,0
Indonesia;2012;0,0
Indonesia;2013;0,0
Indonesia;2014;0,0
Indonesia;2015;1,5
Indonesia;2016;0,0
Indonesia;2017;0,0
Indonesia;2018;
Indonesia;2019;
Iran;1999;0,0
Iran;2000;0,0
Iran;2001;0,0
Iran;2002;0,0
Iran;2003;0,0
Iran;2004;0,2
Iran;2005;1,5
Iran;2006;1,0
Iran;2007;2,0
Iran;2008;2,2
Iran;2009;0,5
Iran;2010;0,0
Iran;2011;2,7
Iran;2012;2,0
Iran;2013;3,8
Iran;2014;0,5
Iran;2015;1,0
Iran;2016;3,0
Iran;2017;
Iran;2018;
Iran;2019;
Jamaica;1999;0,0
Jamaica;2000;0,0
Jamaica;2001;1,0
Jamaica;2002;0,0
Jamaica;2003;2,4
Jamaica;2004;0,0
Jamaica;2005;0,0
Jamaica;2006;1,0
Jamaica;2007;0,0
Jamaica;2008;0,0
Jamaica;2009;0,3
Jamaica;2010;1,6
Jamaica;2011;0,0
Jamaica;2012;2,0
Jamaica;2013;2,0
Jamaica;2014;1,0
Jamaica;2015;3,0
Jamaica;2016;3,5
Jamaica;2017;1,8
Jamaica;2018;
Jamaica;2019;
Jordan;1999;0,0
Jordan;2000;0,6
Jordan;2001;0,0
Jordan;2002;0,0
Jordan;2003;0,0
Jordan;2004;2,0
Jordan;2005;0,1
Jordan;2006;1,0
Jordan;2007;0,0
Jordan;2008;1,0
Jordan;2009;0,1
Jordan;2010;0,0
Jordan;2011;0,0
Jordan;2012;1,0
Jordan;2013;0,0
Jordan;2014;1,0
Jordan;2015;0,0
Jordan;2016;3,4
Jordan;2017;
Jordan;2018;
Jordan;2019;
Kazakhstan;1999;0,0
Kazakhstan;2000;0,0
Kazakhstan;2001;0,0
Kazakhstan;2002;0,0
Kazakhstan;2003;0,3
Kazakhstan;2004;0,0
Kazakhstan;2005;0,0
Kazakhstan;2006;0,1
Kazakhstan;2007;0,0
Kazakhstan;2008;0,2
Kazakhstan;2009;0,7
Kazakhstan;2010;0,3
Kazakhstan;2011;0,1
Kazakhstan;2012;0,0
Kazakhstan;2013;0,0
Kazakhstan;2014;0,0
Kazakhstan;2015;0,5
Kazakhstan;2016;0,0
Kazakhstan;2017;0,0
Kazakhstan;2018;
Kazakhstan;2019;
Kenya;1999;0,0
Kenya;2000;0,0
Kenya;2001;0,0
Kenya;2002;3,3
Kenya;2003;0,3
Kenya;2004;1,0
Kenya;2005;1,0
Kenya;2006;2,0
Kenya;2007;5,0
Kenya;2008;1,0
Kenya;2009;4,0
Kenya;2010;7,0
Kenya;2011;11,0
Kenya;2012;12,0
Kenya;2013;1,0
Kenya;2014;3,3
Kenya;2015;7,0
Kenya;2016;5,0
Kenya;2017;3,3
Kenya;2018;
Kenya;2019;
Kuwait;1999;0,0
Kuwait;2000;0,0
Kuwait;2001;0,0
Kuwait;2002;2,0
Kuwait;2003;1,0
Kuwait;2004;1,8
Kuwait;2005;0,0
Kuwait;2006;1,0
Kuwait;2007;0,0
Kuwait;2008;1,3
Kuwait;2009;1,0
Kuwait;2010;2,5
Kuwait;2011;0,0
Kuwait;2012;2,1
Kuwait;2013;2,9
Kuwait;2014;2,2
Kuwait;2015;0,8
Kuwait;2016;3,2
Kuwait;2017;
Kuwait;2018;
Kuwait;2019;
Lebanon;1999;0,0
Lebanon;2000;0,0
Lebanon;2001;1,5
Lebanon;2002;2,2
Lebanon;2003;1,0
Lebanon;2004;0,3
Lebanon;2005;1,5
Lebanon;2006;0,0
Lebanon;2007;0,5
Lebanon;2008;1,2
Lebanon;2009;0,0
Lebanon;2010;0,0
Lebanon;2011;0,0
Lebanon;2012;1,8
Lebanon;2013;2,3
Lebanon;2014;0,3
Lebanon;2015;0,3
Lebanon;2016;0,0
Lebanon;2017;2,0
Lebanon;2018;
Lebanon;2019;
Liechtenstein;1999;0,0
Liechtenstein;2000;3,0
Liechtenstein;2001;7,5
Liechtenstein;2002;4,0
Liechtenstein;2003;8,3
Liechtenstein;2004;9,2
Liechtenstein;2005;7,5
Liechtenstein;2006;17,3
Liechtenstein;2007;6,0
Liechtenstein;2008;12,3
Liechtenstein;2009;21,5
Liechtenstein;2010;10,3
Liechtenstein;2011;9,8
Liechtenstein;2012;19,7
Liechtenstein;2013;13,4
Liechtenstein;2014;16,8
Liechtenstein;2015;11,6
Liechtenstein;2016;5,6
Liechtenstein;2017;4,3
Liechtenstein;2018;
Liechtenstein;2019;
Malaysia;1999;0,0
Malaysia;2000;1,0
Malaysia;2001;0,0
Malaysia;2002;0,0
Malaysia;2003;0,0
Malaysia;2004;0,2
Malaysia;2005;0,0
Malaysia;2006;0,0
Malaysia;2007;0,0
Malaysia;2008;2,0
Malaysia;2009;0,0
Malaysia;2010;0,0
Malaysia;2011;0,0
Malaysia;2012;1,0
Malaysia;2013;1,0
Malaysia;2014;3,0
Malaysia;2015;1,7
Malaysia;2016;1,0
Malaysia;2017;0,0
Malaysia;2018;
Malaysia;2019;
Malta;1999;0,0
Malta;2000;0,0
Malta;2001;0,0
Malta;2002;0,0
Malta;2003;0,0
Malta;2004;0,0
Malta;2005;1,0
Malta;2006;0,0
Malta;2007;1,4
Malta;2008;1,0
Malta;2009;0,3
Malta;2010;0,0
Malta;2011;1,5
Malta;2012;0,0
Malta;2013;0,0
Malta;2014;0,0
Malta;2015;0,5
Malta;2016;0,0
Malta;2017;0,0
Malta;2018;
Malta;2019;
Moldova;1999;0,0
Moldova;2000;1,0
Moldova;2001;0,0
Moldova;2002;0,0
Moldova;2003;1,0
Moldova;2004;0,0
Moldova;2005;0,0
Moldova;2006;0,0
Moldova;2007;0,3
Moldova;2008;1,0
Moldova;2009;1,0
Moldova;2010;2,0
Moldova;2011;0,0
Moldova;2012;0,0
Moldova;2013;5,7
Moldova;2014;0,0
Moldova;2015;0,5
Moldova;2016;0,0
Moldova;2017;0,0
Moldova;2018;
Moldova;2019;
Monaco;1999;0,0
Monaco;2000;0,0
Monaco;2001;0,0
Monaco;2002;0,0
Monaco;2003;0,0
Monaco;2004;0,0
Monaco;2005;0,0
Monaco;2006;0,0
Monaco;2007;0,0
Monaco;2008;0,0
Monaco;2009;0,0
Monaco;2010;0,0
Monaco;2011;0,0
Monaco;2012;0,2
Monaco;2013;0,0
Monaco;2014;0,3
Monaco;2015;0,1
Monaco;2016;0,3
Monaco;2017;0,0
Monaco;2018;
Monaco;2019;
Mongolia;1999;0,2
Mongolia;2000;0,0
Mongolia;2001;0,0
Mongolia;2002;0,0
Mongolia;2003;0,0
Mongolia;2004;0,0
Mongolia;2005;0,1
Mongolia;2006;0,0
Mongolia;2007;0,2
Mongolia;2008;0,0
Mongolia;2009;1,2
Mongolia;2010;0,0
Mongolia;2011;0,1
Mongolia;2012;0,0
Mongolia;2013;1,7
Mongolia;2014;0,0
Mongolia;2015;0,0
Mongolia;2016;1,0
Mongolia;2017;0,0
Mongolia;2018;
Mongolia;2019;
Morocco;1999;0,0
Morocco;2000;0,0
Morocco;2001;0,0
Morocco;2002;0,0
Morocco;2003;0,0
Morocco;2004;0,0
Morocco;2005;0,0
Morocco;2006;0,0
Morocco;2007;0,0
Morocco;2008;0,0
Morocco;2009;0,2
Morocco;2010;0,0
Morocco;2011;0,0
Morocco;2012;0,0
Morocco;2013;0,0
Morocco;2014;0,0
Morocco;2015;1,1
Morocco;2016;0,0
Morocco;2017;0,0
Morocco;2018;
Morocco;2019;
Nigeria;1999;0,0
Nigeria;2000;0,0
Nigeria;2001;0,0
Nigeria;2002;0,0
Nigeria;2003;0,0
Nigeria;2004;0,5
Nigeria;2005;0,0
Nigeria;2006;0,0
Nigeria;2007;0,0
Nigeria;2008;0,0
Nigeria;2009;0,0
Nigeria;2010;0,0
Nigeria;2011;0,3
Nigeria;2012;0,5
Nigeria;2013;1,0
Nigeria;2014;0,0
Nigeria;2015;0,0
Nigeria;2016;0,8
Nigeria;2017;
Nigeria;2018;
Nigeria;2019;
North Macedonia;1999;0,0
North Macedonia;2000;0,0
North Macedonia;2001;0,0
North Macedonia;2002;0,0
North Macedonia;2003;0,1
North Macedonia;2004;0,0
North Macedonia;2005;0,0
North Macedonia;2006;0,0
North Macedonia;2007;1,0
North Macedonia;2008;1,0
North Macedonia;2009;0,7
North Macedonia;2010;4,0
North Macedonia;2011;2,0
North Macedonia;2012;4,4
North Macedonia;2013;3,3
North Macedonia;2014;2,0
North Macedonia;2015;3,3
North Macedonia;2016;3,3
North Macedonia;2017;0,0
North Macedonia;2018;
North Macedonia;2019;
Pakistan;1999;0,0
Pakistan;2000;0,0
Pakistan;2001;0,0
Pakistan;2002;0,0
Pakistan;2003;0,0
Pakistan;2004;0,0
Pakistan;2005;0,0
Pakistan;2006;1,3
Pakistan;2007;1,0
Pakistan;2008;1,0
Pakistan;2009;0,0
Pakistan;2010;0,0
Pakistan;2011;1,0
Pakistan;2012;0,5
Pakistan;2013;1,0
Pakistan;2014;0,0
Pakistan;2015;0,5
Pakistan;2016;0,0
Pakistan;2017;0,0
Pakistan;2018;
Pakistan;2019;
Panama;1999;0,0
Panama;2000;1,0
Panama;2001;0,0
Panama;2002;1,0
Panama;2003;0,2
Panama;2004;3,7
Panama;2005;0,0
Panama;2006;0,7
Panama;2007;0,0
Panama;2008;0,4
Panama;2009;0,5
Panama;2010;2,8
Panama;2011;0,0
Panama;2012;2,0
Panama;2013;2,3
Panama;2014;1,0
Panama;2015;5,2
Panama;2016;3,0
Panama;2017;1,0
Panama;2018;
Panama;2019;
Peru;1999;0,0
Peru;2000;1,5
Peru;2001;1,0
Peru;2002;1,0
Peru;2003;6,0
Peru;2004;5,0
Peru;2005;8,5
Peru;2006;8,8
Peru;2007;5,4
Peru;2008;3,3
Peru;2009;7,6
Peru;2010;9,1
Peru;2011;2,9
Peru;2012;7,7
Peru;2013;8,2
Peru;2014;9,2
Peru;2015;8,9
Peru;2016;2,5
Peru;2017;
Peru;2018;
Peru;2019;
Philippines;1999;0,0
Philippines;2000;0,0
Philippines;2001;0,0
Philippines;2002;0,0
Philippines;2003;0,0
Philippines;2004;1,0
Philippines;2005;0,0
Philippines;2006;0,0
Philippines;2007;0,0
Philippines;2008;0,0
Philippines;2009;0,0
Philippines;2010;0,0
Philippines;2011;0,0
Philippines;2012;0,0
Philippines;2013;0,0
Philippines;2014;0,0
Philippines;2015;0,0
Philippines;2016;0,0
Philippines;2017;0,0
Philippines;2018;
Philippines;2019;
Puerto Rico;1999;0,1
Puerto Rico;2000;0,5
Puerto Rico;2001;1,0
Puerto Rico;2002;1,1
Puerto Rico;2003;3,5
Puerto Rico;2004;1,4
Puerto Rico;2005;2,9
Puerto Rico;2006;4,5
Puerto Rico;2007;3,5
Puerto Rico;2008;10,7
Puerto Rico;2009;4,8
Puerto Rico;2010;2,5
Puerto Rico;2011;3,0
Puerto Rico;2012;5,1
Puerto Rico;2013;3,5
Puerto Rico;2014;5,6
Puerto Rico;2015;1,3
Puerto Rico;2016;4,2
Puerto Rico;2017;0,0
Puerto Rico;2018;
Puerto Rico;2019;
Romania;1999;7,0
Romania;2000;32,7
Romania;2001;20,9
Romania;2002;35,5
Romania;2003;35,0
Romania;2004;35,8
Romania;2005;38,5
Romania;2006;35,1
Romania;2007;46,9
Romania;2008;38,1
Romania;2009;27,5
Romania;2010;47,1
Romania;2011;47,0
Romania;2012;36,5
Romania;2013;43,6
Romania;2014;61,2
Romania;2015;34,2
Romania;2016;35,3
Romania;2017;10,5
Romania;2018;
Romania;2019;
Russia;1999;0,0
Russia;2000;1,0
Russia;2001;5,1
Russia;2002;7,8
Russia;2003;3,8
Russia;2004;7,0
Russia;2005;9,3
Russia;2006;13,3
Russia;2007;11,4
Russia;2008;16,5
Russia;2009;14,4
Russia;2010;44,5
Russia;2011;89,3
Russia;2012;94,6
Russia;2013;101,1
Russia;2014;123,9
Russia;2015;183,9
Russia;2016;108,9
Russia;2017;135,2
Russia;2018;
Russia;2019;
Saudi Arabia;1999;0,0
Saudi Arabia;2000;0,0
Saudi Arabia;2001;0,0
Saudi Arabia;2002;0,0
Saudi Arabia;2003;0,0
Saudi Arabia;2004;0,0
Saudi Arabia;2005;0,0
Saudi Arabia;2006;0,0
Saudi Arabia;2007;0,0
Saudi Arabia;2008;0,0
Saudi Arabia;2009;0,0
Saudi Arabia;2010;0,0
Saudi Arabia;2011;0,0
Saudi Arabia;2012;0,0
Saudi Arabia;2013;0,2
Saudi Arabia;2014;0,0
Saudi Arabia;2015;0,0
Saudi Arabia;2016;0,5
Saudi Arabia;2017;
Saudi Arabia;2018;
Saudi Arabia;2019;
Seychelles;1999;2,7
Seychelles;2000;4,3
Seychelles;2001;12,2
Seychelles;2002;11,2
Seychelles;2003;16,6
Seychelles;2004;19,7
Seychelles;2005;29,6
Seychelles;2006;34,5
Seychelles;2007;34,8
Seychelles;2008;60,0
Seychelles;2009;74,8
Seychelles;2010;79,8
Seychelles;2011;81,1
Seychelles;2012;81,2
Seychelles;2013;68,8
Seychelles;2014;65,8
Seychelles;2015;60,4
Seychelles;2016;49,6
Seychelles;2017;12,9
Seychelles;2018;
Seychelles;2019;
Singapore;1999;6,0
Singapore;2000;24,0
Singapore;2001;23,7
Singapore;2002;31,7
Singapore;2003;20,0
Singapore;2004;35,0
Singapore;2005;32,2
Singapore;2006;20,0
Singapore;2007;26,1
Singapore;2008;27,3
Singapore;2009;24,3
Singapore;2010;28,8
Singapore;2011;26,7
Singapore;2012;21,5
Singapore;2013;18,3
Singapore;2014;22,9
Singapore;2015;29,8
Singapore;2016;9,9
Singapore;2017;4,4
Singapore;2018;
Singapore;2019;
South Africa;1999;0,0
South Africa;2000;0,2
South Africa;2001;1,0
South Africa;2002;0,0
South Africa;2003;0,0
South Africa;2004;0,0
South Africa;2005;1,0
South Africa;2006;1,0
South Africa;2007;0,0
South Africa;2008;0,0
South Africa;2009;0,3
South Africa;2010;0,0
South Africa;2011;0,0
South Africa;2012;2,5
South Africa;2013;1,0
South Africa;2014;0,0
South Africa;2015;0,0
South Africa;2016;0,0
South Africa;2017;0,0
South Africa;2018;
South Africa;2019;
Sri Lanka;1999;6,0
Sri Lanka;2000;41,0
Sri Lanka;2001;156,6
Sri Lanka;2002;216,7
Sri Lanka;2003;262,2
Sri Lanka;2004;346,2
Sri Lanka;2005;388,2
Sri Lanka;2006;485,3
Sri Lanka;2007;573,6
Sri Lanka;2008;641,6
Sri Lanka;2009;770,9
Sri Lanka;2010;767,5
Sri Lanka;2011;824,8
Sri Lanka;2012;755,4
Sri Lanka;2013;695,0
Sri Lanka;2014;595,1
Sri Lanka;2015;602,9
Sri Lanka;2016;471,9
Sri Lanka;2017;218,6
Sri Lanka;2018;
Sri Lanka;2019;
Thailand;1999;0,0
Thailand;2000;0,8
Thailand;2001;0,8
Thailand;2002;3,8
Thailand;2003;2,1
Thailand;2004;3,1
Thailand;2005;3,6
Thailand;2006;5,5
Thailand;2007;7,1
Thailand;2008;1,3
Thailand;2009;12,3
Thailand;2010;12,5
Thailand;2011;5,6
Thailand;2012;8,2
Thailand;2013;7,1
Thailand;2014;10,0
Thailand;2015;12,2
Thailand;2016;9,5
Thailand;2017;2,4
Thailand;2018;
Thailand;2019;
Trinidad and Tobago;1999;0,0
Trinidad and Tobago;2000;0,0
Trinidad and Tobago;2001;0,0
Trinidad and Tobago;2002;1,3
Trinidad and Tobago;2003;0,0
Trinidad and Tobago;2004;0,0
Trinidad and Tobago;2005;0,7
Trinidad and Tobago;2006;1,0
Trinidad and Tobago;2007;0,5
Trinidad and Tobago;2008;0,0
Trinidad and Tobago;2009;0,0
Trinidad and Tobago;2010;0,2
Trinidad and Tobago;2011;0,1
Trinidad and Tobago;2012;0,0
Trinidad and Tobago;2013;0,0
Trinidad and Tobago;2014;1,0
Trinidad and Tobago;2015;0,0
Trinidad and Tobago;2016;0,0
Trinidad and Tobago;2017;0,0
Trinidad and Tobago;2018;
Trinidad and Tobago;2019;
Tunisia;1999;0,0
Tunisia;2000;0,0
Tunisia;2001;0,0
Tunisia;2002;1,0
Tunisia;2003;0,0
Tunisia;2004;0,0
Tunisia;2005;0,5
Tunisia;2006;0,0
Tunisia;2007;0,0
Tunisia;2008;0,0
Tunisia;2009;0,9
Tunisia;2010;1,3
Tunisia;2011;0,0
Tunisia;2012;0,2
Tunisia;2013;0,0
Tunisia;2014;0,0
Tunisia;2015;0,0
Tunisia;2016;1,1
Tunisia;2017;0,0
Tunisia;2018;
Tunisia;2019;
Ukraine;1999;2,0
Ukraine;2000;2,8
Ukraine;2001;9,0
Ukraine;2002;1,5
Ukraine;2003;10,1
Ukraine;2004;2,2
Ukraine;2005;1,2
Ukraine;2006;10,0
Ukraine;2007;9,9
Ukraine;2008;4,6
Ukraine;2009;5,0
Ukraine;2010;4,3
Ukraine;2011;6,5
Ukraine;2012;5,7
Ukraine;2013;2,5
Ukraine;2014;3,6
Ukraine;2015;9,6
Ukraine;2016;5,5
Ukraine;2017;3,0
Ukraine;2018;
Ukraine;2019;
United Arab Emirates;1999;0,0
United Arab Emirates;2000;0,7
United Arab Emirates;2001;1,0
United Arab Emirates;2002;0,0
United Arab Emirates;2003;0,2
United Arab Emirates;2004;3,7
United Arab Emirates;2005;1,6
United Arab Emirates;2006;0,3
United Arab Emirates;2007;1,5
United Arab Emirates;2008;7,2
United Arab Emirates;2009;3,8
United Arab Emirates;2010;2,8
United Arab Emirates;2011;6,2
United Arab Emirates;2012;12,0
United Arab Emirates;2013;12,3
United Arab Emirates;2014;10,9
United Arab Emirates;2015;13,8
United Arab Emirates;2016;12,7
United Arab Emirates;2017;
United Arab Emirates;2018;
United Arab Emirates;2019;
Uruguay;1999;0,0
Uruguay;2000;0,0
Uruguay;2001;1,0
Uruguay;2002;0,0
Uruguay;2003;1,0
Uruguay;2004;0,0
Uruguay;2005;0,0
Uruguay;2006;0,0
Uruguay;2007;1,0
Uruguay;2008;0,0
Uruguay;2009;0,0
Uruguay;2010;0,0
Uruguay;2011;1,0
Uruguay;2012;0,0
Uruguay;2013;2,0
Uruguay;2014;0,0
Uruguay;2015;0,0
Uruguay;2016;0,0
Uruguay;2017;0,0
Uruguay;2018;
Uruguay;2019;
Uzbekistan;1999;0,0
Uzbekistan;2000;0,0
Uzbekistan;2001;0,0
Uzbekistan;2002;0,0
Uzbekistan;2003;0,0
Uzbekistan;2004;0,0
Uzbekistan;2005;0,0
Uzbekistan;2006;0,0
Uzbekistan;2007;0,2
Uzbekistan;2008;0,0
Uzbekistan;2009;0,0
Uzbekistan;2010;0,0
Uzbekistan;2011;0,0
Uzbekistan;2012;0,0
Uzbekistan;2013;0,0
Uzbekistan;2014;0,0
Uzbekistan;2015;0,0
Uzbekistan;2016;0,5
Uzbekistan;2017;0,0
Uzbekistan;2018;
Uzbekistan;2019;
Venezuela;1999;0,0
Venezuela;2000;2,5
Venezuela;2001;6,3
Venezuela;2002;0,7
Venezuela;2003;1,1
Venezuela;2004;2,0
Venezuela;2005;2,0
Venezuela;2006;7,8
Venezuela;2007;1,6
Venezuela;2008;3,4
Venezuela;2009;4,0
Venezuela;2010;4,3
Venezuela;2011;3,2
Venezuela;2012;7,1
Venezuela;2013;1,0
Venezuela;2014;1,0
Venezuela;2015;5,5
Venezuela;2016;1,0
Venezuela;2017;0,0
Venezuela;2018;
Venezuela;2019;
Zimbabwe;1999;0,0
Zimbabwe;2000;0,0
Zimbabwe;2001;1,0
Zimbabwe;2002;0,0
Zimbabwe;2003;3,0
Zimbabwe;2004;0,0
Zimbabwe;2005;0,3
Zimbabwe;2006;0,0
Zimbabwe;2007;0,0
Zimbabwe;2008;0,0
Zimbabwe;2009;0,0
Zimbabwe;2010;0,0
Zimbabwe;2011;0,0
Zimbabwe;2012;0,0
Zimbabwe;2013;0,0
Zimbabwe;2014;0,0
Zimbabwe;2015;0,0
Zimbabwe;2016;0,0
Zimbabwe;2017;0,0
Zimbabwe;2018;
Zimbabwe;2019;
BRIC;1999;0,0
BRIC;2000;0,0
BRIC;2001;0,0
BRIC;2002;0,0
BRIC;2003;0,0
BRIC;2004;0,0
BRIC;2005;0,0
BRIC;2006;0,0
BRIC;2007;0,0
BRIC;2008;0,0
BRIC;2009;0,0
BRIC;2010;0,0
BRIC;2011;0,0
BRIC;2012;0,0
BRIC;2013;0,0
BRIC;2014;0,0
BRIC;2015;0,0
BRIC;2016;0,0
BRIC;2017;0,0
BRIC;2018;
BRIC;2019;
