Country;Year;Value
Canada;2017;2.943,1
Cayman Islands;1999;2,5
Cayman Islands;2000;2,5
Cayman Islands;2001;0,3
Cayman Islands;2002;0,8
Cayman Islands;2003;2,5
Cayman Islands;2004;0,2
Cayman Islands;2005;2,0
Cayman Islands;2006;1,5
Cayman Islands;2007;1,0
Cayman Islands;2008;2,0
Cayman Islands;2009;4,2
Cayman Islands;2010;1,0
Cayman Islands;2011;8,5
Cayman Islands;2012;10,1
Cayman Islands;2013;6,8
Cayman Islands;2014;2,4
Cayman Islands;2015;7,2
Cayman Islands;2016;7,8
Cayman Islands;2017;5,6
Chile;1999;5,4
Chile;2000;10,3
Chile;2001;9,3
Chile;2002;12,7
Chile;2003;12,6
Chile;2004;24,0
Chile;2005;25,8
Chile;2006;25,7
Chile;2007;40,3
Chile;2008;52,2
Chile;2009;88,8
Chile;2010;118,1
Chile;2011;130,3
Chile;2012;120,3
Chile;2013;145,8
Chile;2014;170,3
Chile;2015;185,6
Chile;2016;156,7
Chile;2017;167,2
China (People's Republic of);1999;601,7
China (People's Republic of);2000;1.454,0
China (People's Republic of);2001;774,1
China (People's Republic of);2002;1.124,3
China (People's Republic of);2003;1.489,3
China (People's Republic of);2004;2.067,8
China (People's Republic of);2005;3.530,3
China (People's Republic of);2006;4.803,4
China (People's Republic of);2007;5.971,1
China (People's Republic of);2008;6.368,3
China (People's Republic of);2009;10.145,4
China (People's Republic of);2010;13.429,9
China (People's Republic of);2011;17.272,3
China (People's Republic of);2012;19.058,0
China (People's Republic of);2013;22.533,8
China (People's Republic of);2014;25.876,8
China (People's Republic of);2015;33.129,5
China (People's Republic of);2016;42.818,2
China (People's Republic of);2017;48.734,1
Chinese Taipei;1999;3,8
Chinese Taipei;2000;9,6
Chinese Taipei;2001;4,9
Chinese Taipei;2002;6,0
Chinese Taipei;2003;4,0
Chinese Taipei;2004;5,5
Chinese Taipei;2005;7,3
Chinese Taipei;2006;5,8
Chinese Taipei;2007;4,1
Chinese Taipei;2008;9,1
Chinese Taipei;2009;7,9
Chinese Taipei;2010;8,6
Chinese Taipei;2011;3,7
Chinese Taipei;2012;9,1
Chinese Taipei;2013;13,5
Chinese Taipei;2014;13,5
Chinese Taipei;2015;22,7
Chinese Taipei;2016;12,4
Chinese Taipei;2017;19,1
Colombia;1999;5,8
Colombia;2000;14,9
Colombia;2001;19,6
Colombia;2002;28,8
Colombia;2003;29,5
Colombia;2004;16,0
Colombia;2005;26,5
Colombia;2006;40,7
Colombia;2007;27,7
Colombia;2008;58,3
Colombia;2009;58,3
Colombia;2010;53,9
Colombia;2011;74,8
Colombia;2012;80,9
Colombia;2013;108,7
Colombia;2014;90,2
Colombia;2015;87,8
Colombia;2016;119,3
Colombia;2017;138,7
Costa Rica;1999;35,7
Costa Rica;2000;53,8
Costa Rica;2001;53,3
Costa Rica;2002;84,5
Costa Rica;2003;79,4
Costa Rica;2004;75,6
Costa Rica;2005;68,0
Costa Rica;2006;66,2
Costa Rica;2007;60,8
Costa Rica;2008;47,5
Costa Rica;2009;44,0
Costa Rica;2010;47,9
Costa Rica;2011;43,8
Costa Rica;2012;45,8
Costa Rica;2013;38,4
Costa Rica;2014;41,9
Costa Rica;2015;31,1
Costa Rica;2016;49,2
Costa Rica;2017;34,4
Croatia;1999;3,5
Croatia;2000;11,9
Croatia;2001;12,7
Croatia;2002;20,7
Croatia;2003;18,5
Croatia;2004;10,6
Croatia;2005;23,3
Croatia;2006;22,9
Croatia;2007;10,8
Croatia;2008;9,5
Croatia;2009;5,0
Croatia;2010;9,8
Croatia;2011;11,1
Croatia;2012;7,5
Croatia;2013;5,8
Croatia;2014;2,3
Croatia;2015;2,4
Croatia;2016;9,0
Croatia;2017;7,4
Cuba;1999;5,9
Cuba;2000;9,2
Cuba;2001;12,8
Cuba;2002;5,7
Cuba;2003;12,2
Cuba;2004;3,2
Cuba;2005;16,0
Cuba;2006;8,7
Cuba;2007;6,4
Cuba;2008;10,5
Cuba;2009;12,0
Cuba;2010;6,1
Cuba;2011;11,1
Cuba;2012;8,8
Cuba;2013;12,7
Cuba;2014;16,1
Cuba;2015;10,4
Cuba;2016;11,6
Cuba;2017;12,1
Cyprus;1999;0,0
Cyprus;2000;0,0
Cyprus;2001;0,0
Cyprus;2002;0,0
Cyprus;2003;0,0
Cyprus;2004;0,0
Cyprus;2005;0,0
Cyprus;2006;0,0
Cyprus;2007;0,0
Cyprus;2008;0,0
Cyprus;2009;0,0
Cyprus;2010;0,0
Cyprus;2011;0,3
Cyprus;2012;0,0
Cyprus;2013;0,0
Cyprus;2014;0,0
Cyprus;2015;0,0
Cyprus;2016;0,0
Cyprus;2017;0,0
Czech Republic;1999;79,2
Czech Republic;2000;87,2
Czech Republic;2001;91,8
Czech Republic;2002;93,6
Czech Republic;2003;115,8
Czech Republic;2004;124,6
Czech Republic;2005;133,2
Czech Republic;2006;153,9
Czech Republic;2007;219,2
Czech Republic;2008;212,1
Czech Republic;2009;179,0
Czech Republic;2010;153,4
Czech Republic;2011;194,0
Czech Republic;2012;218,0
Czech Republic;2013;255,7
Czech Republic;2014;269,2
Czech Republic;2015;258,1
Czech Republic;2016;228,5
Czech Republic;2017;204,6
Democratic People's Republic of Korea;1999;1,3
Democratic People's Republic of Korea;2000;0,5
Democratic People's Republic of Korea;2001;3,8
Democratic People's Republic of Korea;2002;1,0
Democratic People's Republic of Korea;2003;8,3
Democratic People's Republic of Korea;2004;6,0
Democratic People's Republic of Korea;2005;0,0
Democratic People's Republic of Korea;2006;4,5
Democratic People's Republic of Korea;2007;6,2
Democratic People's Republic of Korea;2008;4,5
Democratic People's Republic of Korea;2009;0,3
Democratic People's Republic of Korea;2010;4,8
Democratic People's Republic of Korea;2011;12,1
Democratic People's Republic of Korea;2012;4,6
Democratic People's Republic of Korea;2013;5,3
Democratic People's Republic of Korea;2014;4,5
Democratic People's Republic of Korea;2015;6,5
Democratic People's Republic of Korea;2016;4,6
Democratic People's Republic of Korea;2017;5,5
Denmark;1999;774,8
Denmark;2000;920,5
Denmark;2001;985,2
Denmark;2002;984,6
Denmark;2003;1.060,3
Denmark;2004;1.086,3
Denmark;2005;1.171,3
Denmark;2006;1.173,2
Denmark;2007;1.351,8
Denmark;2008;1.254,1
Denmark;2009;1.126,8
Denmark;2010;1.143,0
Denmark;2011;1.251,3
Denmark;2012;1.151,9
Denmark;2013;1.217,3
Denmark;2014;1.193,3
Denmark;2015;1.267,8
Denmark;2016;1.306,2
Denmark;2017;1.303,9
Djibouti;1999;5,7
Djibouti;2000;3,3
Djibouti;2001;5,3
Djibouti;2002;14,1
Djibouti;2003;34,2
Djibouti;2004;49,7
Djibouti;2005;61,0
Djibouti;2006;38,3
Djibouti;2007;49,9
Djibouti;2008;48,6
Djibouti;2009;48,0
Djibouti;2010;52,1
Djibouti;2011;46,6
Djibouti;2012;60,9
Djibouti;2013;70,5
Djibouti;2014;79,7
Djibouti;2015;60,4
Djibouti;2016;46,1
Djibouti;2017;42,5
Ecuador;1999;1,0
Ecuador;2000;3,5
Ecuador;2001;1,0
Ecuador;2002;1,8
Ecuador;2003;0,0
Ecuador;2004;0,3
Ecuador;2005;0,0
Ecuador;2006;0,2
Ecuador;2007;1,0
Ecuador;2008;4,0
Ecuador;2009;1,0
Ecuador;2010;0,0
Ecuador;2011;1,1
Ecuador;2012;1,2
Ecuador;2013;2,3
Ecuador;2014;1,0
Ecuador;2015;1,0
Ecuador;2016;0,5
Ecuador;2017;1,0
Egypt;1999;6,0
Egypt;2000;7,5
Egypt;2001;7,4
Egypt;2002;8,1
Egypt;2003;2,9
Egypt;2004;7,2
Egypt;2005;5,7
Egypt;2006;10,7
Egypt;2007;13,9
Egypt;2008;7,9
Egypt;2009;5,0
Egypt;2010;7,8
Egypt;2011;4,5
Egypt;2012;10,9
Egypt;2013;4,8
Egypt;2014;2,7
Egypt;2015;8,9
Egypt;2016;14,1
Egypt;2017;7,9
El Salvador;1999;1,0
El Salvador;2000;1,0
El Salvador;2001;1,5
El Salvador;2002;0,0
El Salvador;2003;0,5
El Salvador;2004;1,3
El Salvador;2005;0,7
El Salvador;2006;1,0
El Salvador;2007;3,3
El Salvador;2008;10,0
El Salvador;2009;3,0
El Salvador;2010;1,0
El Salvador;2011;1,4
El Salvador;2012;2,3
El Salvador;2013;0,0
El Salvador;2014;1,0
El Salvador;2015;2,5
El Salvador;2016;4,6
El Salvador;2017;2,0
Estonia;1999;10,4
Estonia;2000;14,3
Estonia;2001;13,4
Estonia;2002;10,5
Estonia;2003;18,2
Estonia;2004;17,0
Estonia;2005;11,0
Estonia;2006;32,3
Estonia;2007;46,4
Estonia;2008;46,1
Estonia;2009;49,4
Estonia;2010;51,7
Estonia;2011;39,9
Estonia;2012;17,7
Estonia;2013;33,1
Estonia;2014;36,5
Estonia;2015;27,0
Estonia;2016;38,4
Estonia;2017;48,6
Finland;1999;1.400,0
Finland;2000;1.396,6
Finland;2001;1.386,8
Finland;2002;1.310,4
Finland;2003;1.294,1
Finland;2004;1.521,6
Finland;2005;1.463,2
Finland;2006;1.641,4
Finland;2007;1.598,0
Finland;2008;1.504,0
Finland;2009;1.500,1
Finland;2010;1.568,5
Finland;2011;1.554,3
Finland;2012;1.653,1
Finland;2013;1.512,6
Finland;2014;1.378,9
Finland;2015;1.295,6
Finland;2016;1.356,5
Finland;2017;1.384,0
France;1999;3.972,9
France;2000;4.697,0
France;2001;4.986,7
France;2002;5.077,1
France;2003;5.310,2
France;2004;5.919,4
France;2005;6.361,0
France;2006;6.491,2
France;2007;6.817,8
France;2008;6.905,8
France;2009;7.010,1
France;2010;7.218,8
France;2011;7.754,9
France;2012;7.739,1
France;2013;8.033,3
France;2014;8.187,7
France;2015;8.121,9
France;2016;7.660,7
France;2017;7.393,9
Georgia;1999;49,3
Georgia;2000;92,0
Georgia;2001;116,6
Georgia;2002;177,9
Georgia;2003;167,8
Georgia;2004;218,2
Georgia;2005;249,0
Georgia;2006;320,6
Georgia;2007;353,7
Georgia;2008;337,1
Georgia;2009;363,7
Georgia;2010;375,7
Georgia;2011;364,0
Georgia;2012;406,3
Georgia;2013;465,1
Georgia;2014;499,7
Georgia;2015;587,3
Georgia;2016;739,7
Georgia;2017;729,3
Germany;1999;12.025,2
Germany;2000;13.311,3
Germany;2001;13.578,0
Germany;2002;14.142,0
Germany;2003;14.997,0
Germany;2004;15.961,9
Germany;2005;16.725,2
Germany;2006;17.596,5
Germany;2007;18.740,9
Germany;2008;17.063,8
Germany;2009;17.287,6
Germany;2010;18.501,8
Germany;2011;18.606,6
Germany;2012;17.944,7
Germany;2013;17.632,6
Germany;2014;17.849,8
Germany;2015;18.077,2
Germany;2016;18.754,4
Germany;2017;18.918,8
Greece;1999;49,1
Greece;2000;54,3
Greece;2001;75,4
Greece;2002;82,8
Greece;2003;84,6
Greece;2004;62,0
Greece;2005;104,4
Greece;2006;92,3
Greece;2007;118,1
Greece;2008;110,1
Greece;2009;108,1
Greece;2010;90,9
Greece;2011;91,8
Greece;2012;116,3
Greece;2013;118,5
Greece;2014;126,3
Greece;2015;108,4
Greece;2016;120,8
Greece;2017;121,3
Guatemala;1999;199,3
Guatemala;2000;267,8
Guatemala;2001;421,0
Guatemala;2002;729,8
Guatemala;2003;956,1
Guatemala;2004;932,4
Guatemala;2005;1.090,2
Guatemala;2006;1.185,5
Guatemala;2007;1.313,5
Guatemala;2008;1.363,0
Guatemala;2009;1.535,1
Guatemala;2010;1.880,1
Guatemala;2011;1.996,7
Guatemala;2012;2.019,5
Guatemala;2013;2.236,1
Guatemala;2014;2.180,8
Guatemala;2015;2.346,4
Guatemala;2016;2.375,6
Guatemala;2017;2.505,4
Hong Kong, China;1999;10,5
Hong Kong, China;2000;19,7
Hong Kong, China;2001;6,9
Hong Kong, China;2002;10,2
Hong Kong, China;2003;6,7
Hong Kong, China;2004;17,3
Hong Kong, China;2005;11,3
Hong Kong, China;2006;20,4
Hong Kong, China;2007;18,7
Hong Kong, China;2008;14,4
Hong Kong, China;2009;21,5
Hong Kong, China;2010;15,2
Hong Kong, China;2011;18,3
Hong Kong, China;2012;31,5
Hong Kong, China;2013;27,6
Hong Kong, China;2014;10,7
Hong Kong, China;2015;20,1
Hong Kong, China;2016;13,1
Hong Kong, China;2017;12,9
Hungary;1999;158,8
Hungary;2000;184,4
Hungary;2001;170,2
Hungary;2002;176,0
Hungary;2003;174,5
Hungary;2004;190,2
Hungary;2005;196,6
Hungary;2006;203,0
Hungary;2007;248,5
Hungary;2008;221,6
Hungary;2009;234,4
Hungary;2010;243,6
Hungary;2011;265,8
Hungary;2012;238,7
Hungary;2013;242,1
Hungary;2014;252,0
Hungary;2015;277,4
Hungary;2016;262,8
Hungary;2017;223,2
Iceland;1999;27,9
Iceland;2000;32,9
Iceland;2001;32,9
Iceland;2002;49,0
Iceland;2003;41,1
Iceland;2004;37,4
Iceland;2005;38,6
Iceland;2006;37,2
Iceland;2007;28,3
Iceland;2008;26,3
Iceland;2009;35,6
Iceland;2010;26,8
Iceland;2011;32,2
Iceland;2012;33,0
Iceland;2013;34,5
Iceland;2014;36,7
Iceland;2015;39,7
Iceland;2016;30,6
Iceland;2017;43,8
India;1999;1,2
India;2000;1,8
India;2001;5,8
India;2002;2,7
India;2003;1,6
India;2004;1,8
India;2005;3,6
India;2006;8,7
India;2007;7,9
India;2008;8,5
India;2009;3,1
India;2010;7,6
India;2011;3,9
India;2012;6,8
India;2013;8,9
India;2014;45,0
India;2015;54,5
India;2016;65,2
India;2017;115,3
Indonesia;1999;0,0
Indonesia;2000;0,0
Indonesia;2001;0,1
Indonesia;2002;1,0
Indonesia;2003;0,0
Indonesia;2004;1,8
Indonesia;2005;0,4
Indonesia;2006;1,1
Indonesia;2007;0,8
Indonesia;2008;3,2
Indonesia;2009;0,5
Indonesia;2010;2,5
Indonesia;2011;1,3
Indonesia;2012;0,0
Indonesia;2013;2,2
Indonesia;2014;0,0
Indonesia;2015;1,5
Indonesia;2016;0,6
Indonesia;2017;1,0
Iran;1999;2,4
Iran;2000;0,3
Iran;2001;2,3
Iran;2002;0,5
Iran;2003;0,0
Iran;2004;1,3
Iran;2005;8,6
Iran;2006;19,6
Iran;2007;17,4
Iran;2008;6,3
Iran;2009;0,5
Iran;2010;2,5
Iran;2011;3,2
Iran;2012;6,8
Iran;2013;3,3
Iran;2014;3,3
Iran;2015;1,5
Iran;2016;4,5
Iran;2017;9,7
Ireland;1999;214,6
Ireland;2000;216,6
Ireland;2001;254,1
Ireland;2002;257,4
Ireland;2003;259,8
Ireland;2004;302,9
Ireland;2005;320,1
Ireland;2006;356,4
Ireland;2007;439,2
Ireland;2008;427,8
Ireland;2009;381,3
Ireland;2010;342,6
Ireland;2011;420,6
Ireland;2012;373,4
Ireland;2013;406,1
Ireland;2014;423,5
Ireland;2015;442,9
Ireland;2016;480,5
Ireland;2017;445,6
Israel;1999;1.151,4
Israel;2000;1.520,2
Israel;2001;1.441,1
Israel;2002;1.343,0
Israel;2003;1.460,7
Israel;2004;1.657,7
Israel;2005;1.908,0
Israel;2006;2.031,0
Israel;2007;2.119,6
Israel;2008;1.794,3
Israel;2009;1.690,2
Israel;2010;1.698,8
Israel;2011;1.790,3
Israel;2012;2.013,8
Israel;2013;1.996,4
Israel;2014;2.064,6
Israel;2015;2.249,9
Israel;2016;2.208,0
Israel;2017;2.136,5
Italy;1999;1.533,1
Italy;2000;1.821,7
Italy;2001;2.053,5
Italy;2002;2.210,9
Italy;2003;2.420,0
Italy;2004;2.618,0
Italy;2005;2.971,2
Italy;2006;3.328,2
Italy;2007;3.361,2
Italy;2008;3.213,8
Italy;2009;3.136,0
Italy;2010;3.146,7
Italy;2011;3.269,3
Italy;2012;3.326,9
Italy;2013;3.481,1
Italy;2014;3.506,3
Italy;2015;3.643,0
Italy;2016;3.651,0
Italy;2017;3.552,1
Jamaica;1999;2,7
Jamaica;2000;8,8
Jamaica;2001;8,7
Jamaica;2002;5,3
Jamaica;2003;8,0
Jamaica;2004;8,3
Jamaica;2005;9,0
Jamaica;2006;23,2
Jamaica;2007;9,0
Jamaica;2008;13,2
Jamaica;2009;23,6
Jamaica;2010;19,8
Jamaica;2011;15,1
Jamaica;2012;17,8
Jamaica;2013;31,3
Jamaica;2014;15,1
Jamaica;2015;25,8
Jamaica;2016;21,6
Jamaica;2017;24,9
Japan;1999;8.191,2
Japan;2000;10.754,4
Japan;2001;12.284,7
Japan;2002;14.759,5
Japan;2003;18.096,6
Japan;2004;22.266,3
Japan;2005;23.514,6
Japan;2006;24.216,9
Japan;2007;28.955,1
Japan;2008;28.076,2
Japan;2009;30.981,9
Japan;2010;37.104,8
Japan;2011;41.698,6
Japan;2012;43.608,6
Japan;2013;41.451,7
Japan;2014;39.906,2
Japan;2015;41.178,3
Japan;2016;43.575,4
Japan;2017;45.020,3
Jordan;1999;0,2
Jordan;2000;1,3
Jordan;2001;1,1
Jordan;2002;1,6
Jordan;2003;8,0
Jordan;2004;9,0
Jordan;2005;4,4
Jordan;2006;7,0
Jordan;2007;2,5
Jordan;2008;6,1
Jordan;2009;4,0
Jordan;2010;5,6
Jordan;2011;8,7
Jordan;2012;9,8
Jordan;2013;8,4
Jordan;2014;11,3
Jordan;2015;10,7
Jordan;2016;8,3
Jordan;2017;7,6
Kazakhstan;1999;0,0
Kazakhstan;2000;0,2
Kazakhstan;2001;0,0
Kazakhstan;2002;2,1
Kazakhstan;2003;3,3
Kazakhstan;2004;3,2
Kazakhstan;2005;7,3
Kazakhstan;2006;2,0
Kazakhstan;2007;7,9
Kazakhstan;2008;1,0
Kazakhstan;2009;7,2
Kazakhstan;2010;4,5
Kazakhstan;2011;4,8
Kazakhstan;2012;2,0
Kazakhstan;2013;6,0
Kazakhstan;2014;9,5
Kazakhstan;2015;8,0
Kazakhstan;2016;4,1
Kazakhstan;2017;2,5
Kenya;1999;0,0
Kenya;2000;0,3
Kenya;2001;0,2
Kenya;2002;2,2
Kenya;2003;1,5
Kenya;2004;1,0
Kenya;2005;3,8
Kenya;2006;1,1
Kenya;2007;5,7
Kenya;2008;1,7
Kenya;2009;0,2
Kenya;2010;1,8
Kenya;2011;1,3
Kenya;2012;2,3
Kenya;2013;0,0
Kenya;2014;2,3
Kenya;2015;3,8
Kenya;2016;6,7
Kenya;2017;5,5
Korea;1999;1.158,0
Korea;2000;1.963,5
Korea;2001;2.181,5
Korea;2002;2.599,2
Korea;2003;3.395,7
Korea;2004;4.252,0
Korea;2005;5.218,7
Korea;2006;6.424,4
Korea;2007;7.253,7
Korea;2008;7.189,9
Korea;2009;8.730,7
Korea;2010;9.544,2
Korea;2011;10.819,7
Korea;2012;11.354,1
Korea;2013;12.144,8
Korea;2014;13.211,8
Korea;2015;14.494,2
Korea;2016;14.983,9
Korea;2017;15.523,1
Kuwait;1999;2,3
Kuwait;2000;2,5
Kuwait;2001;1,6
Kuwait;2002;3,3
Kuwait;2003;6,5
Kuwait;2004;2,8
Kuwait;2005;4,6
Kuwait;2006;9,6
Kuwait;2007;4,4
Kuwait;2008;5,5
Kuwait;2009;5,0
Kuwait;2010;8,2
Kuwait;2011;6,8
Kuwait;2012;8,4
Kuwait;2013;5,3
Kuwait;2014;16,4
Kuwait;2015;10,0
Kuwait;2016;8,9
Kuwait;2017;16,1
Latvia;1999;5,6
Latvia;2000;15,4
Latvia;2001;10,8
Latvia;2002;12,0
Latvia;2003;14,6
Latvia;2004;16,1
Latvia;2005;24,1
Latvia;2006;24,9
Latvia;2007;23,7
Latvia;2008;25,2
Latvia;2009;31,4
Latvia;2010;13,4
Latvia;2011;24,9
Latvia;2012;32,8
Latvia;2013;34,7
Latvia;2014;12,7
Latvia;2015;30,2
Latvia;2016;22,6
Latvia;2017;30,0
Lebanon;1999;4,8
Lebanon;2000;11,2
Lebanon;2001;12,6
Lebanon;2002;13,3
Lebanon;2003;10,1
Lebanon;2004;11,6
Lebanon;2005;13,3
Lebanon;2006;14,5
Lebanon;2007;16,4
Lebanon;2008;21,3
Lebanon;2009;12,9
Lebanon;2010;25,7
Lebanon;2011;23,0
Lebanon;2012;28,2
Lebanon;2013;49,4
Lebanon;2014;27,9
Lebanon;2015;36,7
Lebanon;2016;34,5
Lebanon;2017;31,5
Liechtenstein;1999;18,4
Liechtenstein;2000;44,0
Liechtenstein;2001;31,9
Liechtenstein;2002;54,3
Liechtenstein;2003;70,6
Liechtenstein;2004;62,7
Liechtenstein;2005;95,1
Liechtenstein;2006;125,8
Liechtenstein;2007;226,8
Liechtenstein;2008;242,4
Liechtenstein;2009;309,1
Liechtenstein;2010;383,8
Liechtenstein;2011;358,2
Liechtenstein;2012;343,4
Liechtenstein;2013;347,1
Liechtenstein;2014;306,5
Liechtenstein;2015;271,5
Liechtenstein;2016;297,4
Liechtenstein;2017;241,3
Lithuania;1999;1,5
Lithuania;2000;5,7
Lithuania;2001;6,6
